SKU,NAME,PO#1,Quantity Ordered1,Shipping Date1,ETA ATL1,PO#2,Quantity Ordered2,Shipping Date2,ETA ATL2,PO#3,Quantity Ordered3,Shipping Date3,ETA ATL3,PO#4,Quantity Ordered4,Shipping Date4,ETA ATL4
70001,,,,,,,,,,,,,,,,,
CONTINUOUS LOOP CORD,Continuous Loop Cord Mechanism,,,,,,,,,,,,,,,,
HOOKS,Hooks for Drapes,,,,,,,,,,,,,,,,
TEST  BEDDING,,,,,,,,,,,,,,,,,
RR00- MISC,Rollar Shade,,,,,,,,,,,,,,,,
PTFFLK-C23B-SW,Filigree Pearl Flocked Faux Silk Swatch,,,,,,,,,,,,,,,,
PTSCH-FR11089-96-BO,Dark Charcoal Off White Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR11089-108-BO,Dark Charcoal Off White Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR11089-120-BO,Dark Charcoal Off White Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR11089-BO-SW,Dark Charcoal Off White Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR11091-84-BO,Pink Blossom Cream Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR11091-96-BO,Pink Blossom Cream Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR11091-108-BO,Pink Blossom Cream Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR11091-120-BO,Pink Blossom Cream Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR11091-BO-SW,Pink Blossom Cream Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR11095-84-BO,Tannin Ruby Wine Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR11095-96-BO,Tannin Ruby Wine Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR11095-108-BO,Tannin Ruby Wine Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR11095-120-BO,Tannin Ruby Wine Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR11095-BO-SW,Tannin Ruby Wine Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR11100-84-BO,Tuscan Copper Brown Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR11100-96-BO,Tuscan Copper Brown Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR11100-108-BO,Tuscan Copper Brown Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR11100-120-BO,Tuscan Copper Brown Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR11100-BO-SW,Tuscan Copper Brown Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR12012-84-BO,Brittany Blue Sand Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR12012-96-BO,Brittany Blue Sand Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR12012-108-BO,Brittany Blue Sand Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR12012-120-BO,Brittany Blue Sand Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR12012-BO-SW,Brittany Blue Sand Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR218-84-BO,Creme Nougat Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR218-96-BO,Creme Nougat Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR218-108-BO,Creme Nougat Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR218-120-BO,Creme Nougat Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR218-BO-SW,Creme Nougat Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR32012-84-BO,Black Mink Multi Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR32012-96-BO,Black Mink Multi Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR32012-108-BO,Black Mink Multi Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR32012-120-BO,Black Mink Multi Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR32012-BO-SW,Black Mink Multi Blackout Faux Silk Swatch,,,,,,,,,,,,,,,,
PTSCH-FR42012-84-BO,Chocolate Sierra Multi Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR42012-96-BO,Chocolate Sierra Multi Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR42012-108-BO,Chocolate Sierra Multi Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR42012-120-BO,Chocolate Sierra Multi Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR42012-BO-SW,Chocolate Sierra Multi Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR52012-84-BO,Olive Gold Multi Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR52012-96-BO,Olive Gold Multi Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR52012-108-BO,Olive Gold Multi Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR52012-120-BO,Olive Gold Multi Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR52012-BO-SW,Olive Gold Multi Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR60814-84-BO,Midnight Blue & Pearl Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR60814-96-BO,Midnight Blue & Pearl Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR60814-108-BO,Midnight Blue & Pearl Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR60814-120-BO,Midnight Blue & Pearl Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR60814-BO-SW,Midnight Blue & Pearl Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR70814-84-BO,Silver Shadow Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR70814-96-BO,Silver Shadow Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR70814-108-BO,Silver Shadow Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR70814-120-BO,Silver Shadow Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-FR70814-BO-SW,Silver Shadow Blackout Faux Silk,,,,,,,,,,,,,,,,
PTSCH-H10814-84,Pewter & Ice Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-H10814-96,Pewter & Ice Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-H10814-108,Pewter & Ice Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-H10814-120,Pewter & Ice Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-H10814-SW,Pewter & Ice Faux Silk Taffeta Stripe Swatch,,,,,,,,,,,,,,,,
PTSCH-H20814-84,Imperial Blue & Grey Faux Silk Taffeta,,,,,,,,,,,,,,,,
PTSCH-H20814-96,Imperial Blue & Grey Faux Silk Taffeta,,,,,,,,,,,,,,,,
PTSCH-H20814-108,Imperial Blue & Grey Faux Silk Taffeta,,,,,,,,,,,,,,,,
PTSCH-H20814-120,Imperial Blue & Grey Faux Silk Taffeta,,,,,,,,,,,,,,,,
PTSCH-H20814-SW,Imperial Blue & Grey Faux Silk Taffeta Stripe,,,,,,,,,,,,,,,,
PTSCH-H30814-84,Platinum & Pearl Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-H30814-96,Platinum & Pearl Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-H30814-108,Platinum & Pearl Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-H30814-120,Platinum & Pearl Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-H30814-SW,Platinum & Pearl Faux Silk Taffeta Stripe Swatch,,,,,,,,,,,,,,,,
PTSCH-H40814-84,Silvery Bone Gold Mist Faux Silk Taffeta,,,,,,,,,,,,,,,,
PTSCH-H40814-96,Silvery Bone Gold Mist Faux Silk Taffeta,,,,,,,,,,,,,,,,
PTSCH-H40814-108,Silvery Bone Gold Mist Faux Silk Taffeta,,,,,,,,,,,,,,,,
PTSCH-H40814-120,Silvery Bone Gold Mist Faux Silk Taffeta,,,,,,,,,,,,,,,,
PTSCH-H40814-SW,Silvery Bone Gold Mist Faux Silk Taffeta Stripe,,,,,,,,,,,,,,,,
PTSCH-H50814-84,Stone Café Latte Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-H50814-96,Stone Café Latte Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-H50814-108,Stone Café Latte Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-H50814-120,Stone Café Latte Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-H50814-SW,Stone Café Latte Faux Silk Taffeta Stripe Swatch,,,,,,,,,,,,,,,,
PTSCH-H60814-84,Jade Teal Iridescence Faux Silk Taffeta,,,,,,,,,,,,,,,,
PTSCH-H60814-96,Jade Teal Iridescence Faux Silk Taffeta,,,,,,,,,,,,,,,,
PTSCH-H60814-108,Jade Teal Iridescence Faux Silk Taffeta,,,,,,,,,,,,,,,,
PTSCH-H60814-120,Jade Teal Iridescence Faux Silk Taffeta,,,,,,,,,,,,,,,,
PTSCH-H60814-SW,Jade Teal Iridescence Faux Silk Taffeta Stripe,,,,,,,,,,,,,,,,
PTSCH-JTSP005-84,Graphite Faux Silk Taffeta Curtain,,,,,,,,,,,,,,,,
PTSCH-ROM-FSL,Striped Faux Silk Taffeta Front Slat Roman Shade,,,,,,,,,,,,,,,,
PTSCH-ROM-RLX,Striped Faux Silk Taffeta Relaxed Roman Shade,,,,,,,,,,,,,,,,
PTSCH-ROM-SFL,Striped Faux Silk Taffeta Soft Fold Roman Shade,,,,,,,,,,,,,,,,
PTSCH-SLK211-84,Manchester Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-SLK211-96,Manchester Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-SLK211-108,Manchester Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-SLK211-120,Manchester Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-SLK211-FP-96,Manchester Faux Silk Stripe,,,,,,,,,,,,,,,,
PTSCH-SLK211-SW,Manchester Faux Silk Taffeta Stripe Swatch,,,,,,,,,,,,,,,,
PTSCH-SLK218-84,Cappuccino Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-SLK218-96,Cappuccino Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-SLK218-108,Cappuccino Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-SLK218-120,Cappuccino Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-SLK218-FP2584,Cappuccino Faux Silk Taffeta Stripe,,,,,,,,,,,,,,,,
PTSCH-SLK218-FP2596,Cappuccino Faux Silk Taffeta Stripe,,,,,,,,,,,,,,,,
PTSCH-SLK218-FP25108,Cappuccino Faux Silk Taffeta Stripe,,,,,,,,,,,,,,,,
PTSCH-SLK218-FP25120,Cappuccino Faux Silk Taffeta Stripe,,,,,,,,,,,,,,,,
PTSCH-SLK218-FP3884,Cappuccino Faux Silk Taffeta Stripe,,,,,,,,,,,,,,,,
PTSCH-SLK218-FP3896,Cappuccino Faux Silk Taffeta Stripe,,,,,,,,,,,,,,,,
PTSCH-SLK218-FP38108,Cappuccino Faux Silk Taffeta Stripe,,,,,,,,,,,,,,,,
PTSCH-SLK218-FP38120,Cappuccino Faux Silk Taffeta Stripe,,,,,,,,,,,,,,,,
PTSCH-SLK218-FP5084,Cappuccino Faux Silk Taffeta Stripe,,,,,,,,,,,,,,,,
PTSCH-SLK218-FP5096,Cappuccino Faux Silk Taffeta Stripe,,,,,,,,,,,,,,,,
PTSCH-SLK218-FP50108,Cappuccino Faux Silk Taffeta Stripe,,,,,,,,,,,,,,,,
PTSCH-SLK218-FP50120,Cappuccino Faux Silk Taffeta Stripe,,,,,,,,,,,,,,,,
PTSCH-SLK218-SW,Cappuccino Faux Silk Taffeta Stripe Swatch,,,,,,,,,,,,,,,,
PTSCH-ST8001-84,Iceland Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-ST8001-96,Iceland Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-ST8001-108,Iceland Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-ST8001-120,Iceland Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-ST8001-SW,Iceland Faux Silk Taffeta Stripe Swatch,,,,,,,,,,,,,,,,
PTSCH-ST8002-84,Denmark Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-ST8002-96,Denmark Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-ST8002-108,Denmark Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-ST8002-120,Denmark Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-ST8002-SW,Denmark Faux Silk Taffeta Stripe Swatch,,,,,,,,,,,,,,,,
PTSCH-ST8003-84,Vienna Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-ST8003-96,Vienna Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-ST8003-108,Vienna Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-ST8003-120,Vienna Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-ST8003-SW,Vienna Faux Silk Taffeta Stripe Swatch,,,,,,,,,,,,,,,,
PTSCH-ST8004-84,Berlin Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-ST8004-96,Berlin Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-ST8004-108,Berlin Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-ST8004-120,Berlin Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-ST8004-SW,Berlin Faux Silk Taffeta Stripe Swatch,,,,,,,,,,,,,,,,
PTSCH-ST8005-84,Prague Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-ST8005-96,Prague Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-ST8005-108,Prague Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-ST8005-120,Prague Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-ST8005-SW,Prague Faux Silk Taffeta Stripe Swatch,,,,,,,,,,,,,,,,
PTSCH-ST8006-84,Sweden Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-ST8006-96,Sweden Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-ST8006-108,Sweden Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-ST8006-120,Sweden Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-ST8006-SW,Sweden Faux Silk Taffeta Stripe Swatch,,,,,,,,,,,,,,,,
PTSCH-ST8007-84,Madrid Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-ST8007-96,Madrid Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-ST8007-108,Madrid Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-ST8007-120,Madrid Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTSCH-ST8007-SW,Madrid Faux Silk Taffeta Stripe Swatch,,,,,,,,,,,,,,,,
PT-SLK-183-96,Baby Blue & Tan Striped Faux Silk Taffeta Curtain,,,,,,,,,,,,,,,,
PT-SLK-46-84,Mendicino Faux Silk Stripe Taffeta Curtain,,,,,,,,,,,,,,,,
PT-SLK-46-96,Mendicino Faux Silk Stripe Taffeta Curtain,,,,,,,,,,,,,,,,
PT-SLK-46-108,Mendicino Faux Silk Stripe Taffeta Curtain,,,,,,,,,,,,,,,,
PT-SLK-46-120,Mendicino Faux Silk Stripe Taffeta Curtain,,,,,,,,,,,,,,,,
PTS-SLK001-84,Hartford Faux Silk Stripe Curtain,PO20053,64,,12/22/2017,,,,,,,,,,,,
PTS-SLK001-96,Hartford Faux Silk Stripe Curtain,PO20053,84,,12/22/2017,,,,,,,,,,,,
PTS-SLK001-108,Hartford Faux Silk Stripe Curtain,PO20053,82,,12/22/2017,,,,,,,,,,,,
PTS-SLK001-120,Hartford Faux Silk Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK001-SW,Hartford Silk Stripe Swatch,,,,,,,,,,,,,,,,
PTS-SLK002-84,Wimpole Faux Silk Stripe Curtain,PO20053,64,,12/22/2017,,,,,,,,,,,,
PTS-SLK002-96,Wimpole Faux Silk Stripe Curtain,PO20053,84,,12/22/2017,,,,,,,,,,,,
PTS-SLK002-108,Wimpole Faux Silk Stripe Curtain,PO20053,82,,12/22/2017,,,,,,,,,,,,
PTS-SLK002-120,Wimpole Faux Silk Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK002-SW,Wimpole Faux Silk Stripe Swatch,,,,,,,,,,,,,,,,
PTS-SLK003-84,Bershire Faux Silk Stripe Curtain,PO20053,64,,12/22/2017,,,,,,,,,,,,
PTS-SLK003-96,Bershire Faux Silk Stripe Curtain,PO20053,88,,12/22/2017,,,,,,,,,,,,
PTS-SLK003-108,Bershire Faux Silk Stripe Curtain,PO20053,86,,12/22/2017,,,,,,,,,,,,
PTS-SLK003-120,Bershire Faux Silk Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK003-SW,Bershire Faux Silk Stripe Swatch,,,,,,,,,,,,,,,,
PTS-SLK004-84,Milton Luxury Faux Silk Stripe Curtain,PO20053,62,,12/22/2017,,,,,,,,,,,,
PTS-SLK004-96,Milton Luxury Faux Silk Stripe Curtain,PO20053,80,,12/22/2017,,,,,,,,,,,,
PTS-SLK004-108,Milton Luxury Faux Silk Stripe Curtain,PO20053,78,,12/22/2017,,,,,,,,,,,,
PTS-SLK004-120,Milton Luxury Faux Silk Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK004-SW,Milton Luxury Faux Silk Stripe Swatch,,,,,,,,,,,,,,,,
PTS-SLK005-84,Woodcroft Luxury Faux Silk Stripe Curtain,PO20053,70,,12/22/2017,,,,,,,,,,,,
PTS-SLK005-96,Woodcroft Luxury Faux Silk Stripe Curtain,PO20053,100,,12/22/2017,,,,,,,,,,,,
PTS-SLK005-108,Woodcroft Luxury Faux Silk Stripe Curtain,PO20053,100,,12/22/2017,,,,,,,,,,,,
PTS-SLK005-120,Woodcroft Luxury Faux Silk Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK005-SW,Woodcroft Luxury Faux Silk Stripe Swatch,,,,,,,,,,,,,,,,
PTS-SLK100-84,Essex Faux Silk Plaid Curtain,PO20053,64,,12/22/2017,,,,,,,,,,,,
PTS-SLK100-96,Essex Faux Silk Plaid Curtain,PO20053,90,,12/22/2017,,,,,,,,,,,,
PTS-SLK100-108,Essex Faux Silk Plaid Curtain,PO20053,90,,12/22/2017,,,,,,,,,,,,
PTS-SLK100-120,Essex Faux Silk Plaid Curtain,,,,,,,,,,,,,,,,
PTS-SLK100-SW,Essex Faux Silk Plaid Swatch,,,,,,,,,,,,,,,,
PTS-SLK1013-84,Monterey Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK1013-96,Monterey Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK1013-108,Monterey Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK1013-120,Monterey Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK1013-SW,Monterey Faux Silk Taffeta Stripe Swatch,,,,,,,,,,,,,,,,
PTS-SLK109-84,Calabasas Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK109-96,Calabasas Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK109-108,Calabasas Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK109-120,Calabasas Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK109-SW,Calabasas Faux Silk Taffeta Stripe Swatch,,,,,,,,,,,,,,,,
PTS-SLK10A-84,Suffolk Faux Silk Plaid Curtain,PO20053,70,,12/22/2017,,,,,,,,,,,,
PTS-SLK10A-96,Suffolk Faux Silk Plaid Curtain,PO20053,94,,12/22/2017,,,,,,,,,,,,
PTS-SLK10A-108,Suffolk Faux Silk Plaid Curtain,PO20053,92,,12/22/2017,,,,,,,,,,,,
PTS-SLK10A-120,Suffolk Faux Silk Plaid Curtain,,,,,,,,,,,,,,,,
PTS-SLK10A-SW,Suffolk Faux Silk Plaid Swatch,,,,,,,,,,,,,,,,
PTS-SLK110-84,Presidio Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK110-96,Presidio Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK110-108,Presidio Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK110-120,Presidio Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK110-SW,Presidio Faux Silk Taffeta Stripe Swatch,,,,,,,,,,,,,,,,
PTS-SLK137-84,Annabelle Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK137-96,Annabelle Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK137-108,Annabelle Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK137-120,Annabelle Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK137-SW,Annabelle Faux Silk Taffeta Stripe Swatch,,,,,,,,,,,,,,,,
PTS-SLK16-84,Oakmere Luxury Faux Silk Stripe Curtain,PO20053,64,,12/22/2017,,,,,,,,,,,,
PTS-SLK16-96,Oakmere Luxury Faux Silk Stripe Curtain,PO20053,90,,12/22/2017,,,,,,,,,,,,
PTS-SLK16-108,Oakmere Luxury Faux Silk Stripe Curtain,PO20053,90,,12/22/2017,,,,,,,,,,,,
PTS-SLK16-120,Oakmere Luxury Faux Silk Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK16-SW,Oakmere Luxury Faux Silk Stripe Swatch,,,,,,,,,,,,,,,,
PTS-SLK17-84,Manor Faux Silk Plaid Curtain,PO20053,64,,12/22/2017,,,,,,,,,,,,
PTS-SLK17-96,Manor Faux Silk Plaid Curtain,PO20053,88,,12/22/2017,,,,,,,,,,,,
PTS-SLK17-108,Manor Faux Silk Plaid Curtain,PO20053,88,,12/22/2017,,,,,,,,,,,,
PTS-SLK17-120,Manor Faux Silk Plaid Curtain,,,,,,,,,,,,,,,,
PTS-SLK17-SW,Manor Faux Silk Plaid Swatch,,,,,,,,,,,,,,,,
PTS-SLK183-84,Hampton Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK183-96,Hampton Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK183-108,Hampton Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK183-120,Hampton Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK183-SW,Hampton Faux Silk Taffeta Stripe Swatch,,,,,,,,,,,,,,,,
PTS-SLK184-84,Regency Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK184-96,Regency Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK184-108,Regency Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK184-120,Regency Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK184-SW,Regency Faux Silk Taffeta Stripe Swatch,,,,,,,,,,,,,,,,
PTS-SLK20-84,Hapsford Luxury Faux Silk Stripe Curtain,PO20053,80,,12/22/2017,,,,,,,,,,,,
PTS-SLK20-96,Hapsford Luxury Faux Silk Stripe Curtain,PO20053,108,,12/22/2017,,,,,,,,,,,,
PTS-SLK20-108,Hapsford Luxury Faux Silk Stripe Curtain,PO20053,106,,12/22/2017,,,,,,,,,,,,
PTS-SLK20-120,Hapsford Luxury Faux Silk Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK20-SW,Hapsford Luxury Faux Silk Stripe Swatch,,,,,,,,,,,,,,,,
PTS-SLK211-84,Manchester Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK211-96,Manchester Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK211-108,Manchester Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK211-120,Manchester Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK211-SW,Manchester Faux Silk Taffeta Stripe Swatch,,,,,,,,,,,,,,,,
PTS-SLK22012-84,Cumbria Faux Silk Plaid Curtain,PO20053,58,,12/22/2017,,,,,,,,,,,,
PTS-SLK22012-96,Cumbria Faux Silk Plaid Curtain,PO20053,76,,12/22/2017,,,,,,,,,,,,
PTS-SLK22012-108,Cumbria Faux Silk Plaid Curtain,PO20053,76,,12/22/2017,,,,,,,,,,,,
PTS-SLK22012-120,Cumbria Faux Silk Plaid Curtain,,,,,,,,,,,,,,,,
PTS-SLK22012-SW,Cumbria Faux Silk Plaid Swatch,,,,,,,,,,,,,,,,
PTS-SLK32-84,Walcot Faux Silk Stripe Curtain,PO20053,68,,12/22/2017,,,,,,,,,,,,
PTS-SLK32-96,Walcot Faux Silk Stripe Curtain,PO20053,92,,12/22/2017,,,,,,,,,,,,
PTS-SLK32-108,Walcot Faux Silk Stripe Curtain,PO20053,90,,12/22/2017,,,,,,,,,,,,
PTS-SLK32-120,Walcot Faux Silk Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK32012-84,Sake Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK32012-96,Sake Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK32012-108,Sake Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK32012-120,Sake Faux Silk Taffeta Stripe Curtain,,,,,,,,,,,,,,,,
PTS-SLK32012-SW,Sake Faux Silk Taffeta Stripe  Swatch,,,,,,,,,,,,,,,,
PTS-SLK32-SW,Walcot Faux Silk Stripe Swatch,,,,,,,,,,,,,,,,
PTS-SLK33-84,Sutton Faux Silk Plaid Curtain,PO20053,64,,12/22/2017,,,,,,,,,,,,
PTS-SLK33-96,Sutton Faux Silk Plaid Curtain,PO20053,82,,12/22/2017,,,,,,,,,,,,
PTS-SLK33-108,Sutton Faux Silk Plaid Curtain,PO20053,82,,12/22/2017,,,,,,,,,,,,
PTS-SLK33-120,Sutton Faux Silk Plaid Curtain,,,,,,,,,,,,,,,,
